,artist,track name,streams,date
444,Billie Eilish,Halley's Comet,419595,2021-08-03
445,Billie Eilish,my future,416554,2021-08-03
446,The Weeknd,Blinding Lights,415895,2021-08-03
447,Trippie Redd,Miss The Rage (feat. Playboi Carti),409025,2021-08-03
448,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),408654,2021-08-03
449,BTS,Butter,397355,2021-08-03
450,"Cochise, $NOT",Tell Em,394975,2021-08-03
451,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,390198,2021-08-03
452,Giveon,Heartbreak Anniversary,390163,2021-08-03
453,Billie Eilish,Male Fantasy,388024,2021-08-03
454,Måneskin,I WANNA BE YOUR SLAVE,382370,2021-08-03
455,Billie Eilish,Therefore I Am,379233,2021-08-03
456,The Neighbourhood,Sweater Weather,375536,2021-08-03
457,Billie Eilish,Your Power,375355,2021-08-03
458,Billie Eilish,GOLDWING,368421,2021-08-03
459,Doja Cat,Woman,362952,2021-08-03
460,Marshmello,Leave Before You Love Me (with Jonas Brothers),354592,2021-08-03
461,DaBaby,Red Light Green Light,354067,2021-08-03
462,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),353033,2021-08-03
463,BTS,Permission to Dance,348413,2021-08-03
464,PinkPantheress,Pain,343731,2021-08-03
465,Kali Uchis,telepatía,342947,2021-08-03
466,Machine Gun Kelly,my ex's best friend (with blackbear),338448,2021-08-03
467,"Bad Bunny, Jhay Cortez",DÁKITI,335537,2021-08-03
468,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),332672,2021-08-03
469,Polo G,Martin & Gina,331740,2021-08-03
470,24kGoldn,Mood (feat. iann dior),326442,2021-08-03
471,Post Malone,Circles,324386,2021-08-03
472,SZA,Good Days,321314,2021-08-03
473,Camila Cabello,Don't Go Yet,321192,2021-08-03
474,Doja Cat,Streets,319847,2021-08-03
475,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,319016,2021-08-03
476,The Kid LAROI,WITHOUT YOU,318249,2021-08-03
477,Doja Cat,Get Into It (Yuh),315138,2021-08-03
478,Billie Eilish,OverHeated,314968,2021-08-03
479,J. Cole,No Role Modelz,311985,2021-08-03
480,"Nelly, Florida Georgia Line",Lil Bit,311778,2021-08-03
481,Harry Styles,Watermelon Sugar,309512,2021-08-03
482,Bo Burnham,Bezos I,308020,2021-08-03
483,Farruko,Pepas,304838,2021-08-03
484,J. Cole,m y . l i f e (with 21 Savage & Morray),302419,2021-08-03
485,Saweetie,Best Friend (feat. Doja Cat),299199,2021-08-03
486,Roddy Ricch,late at night,298376,2021-08-03
487,Olivia Rodrigo,enough for you,298036,2021-08-03
488,Tai Verdes,A-O-K,297797,2021-08-03
489,Billie Eilish,Everybody Dies,290672,2021-08-03
490,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,289272,2021-08-03
491,Cardi B,Up,288490,2021-08-03
492,Juice WRLD,All Girls Are The Same,287302,2021-08-03
493,"Lil Tjay, 6LACK",Calling My Phone,285951,2021-08-03
494,Pop Smoke,Bout A Million (feat. 42 Dugg & 21 Savage),285609,2021-08-03
495,"Young Stoner Life, Young Thug, Gunna",Solid (feat. Drake),282918,2021-08-03
496,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",282661,2021-08-03
497,Juice WRLD,Wishing Well,282595,2021-08-03
498,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",280282,2021-08-03
499,Juice WRLD,Come & Go (with Marshmello),278555,2021-08-03
500,Lil Tecca,NEVER LEFT,277652,2021-08-03
501,Juice WRLD,Lucid Dreams,277012,2021-08-03
502,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",274087,2021-08-03
503,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),274004,2021-08-03
504,Billie Eilish,Not My Responsibility,272734,2021-08-03
505,Moneybagg Yo,Wockesha,272164,2021-08-03
506,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,272153,2021-08-03
507,Fleetwood Mac,Dreams - 2004 Remaster,270960,2021-08-03
508,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),270740,2021-08-03
509,Isaiah Rashad,From The Garden (feat. Lil Uzi Vert),269217,2021-08-03
510,"Trippie Redd, Lil Uzi Vert",Holy Smokes,266435,2021-08-03
511,Luke Combs,Forever After All,265541,2021-08-03
512,Dan + Shay,Glad You Exist,264896,2021-08-03
513,DaBaby,ROCKSTAR (feat. Roddy Ricch),264578,2021-08-03
514,"Lil Baby, Lil Durk",Hats Off (feat. Travis Scott),262465,2021-08-03
515,The Killers,Mr. Brightside,262077,2021-08-03
516,"Jason Aldean, Carrie Underwood",If I Didn't Love You,261231,2021-08-03
517,Drake,Laugh Now Cry Later (feat. Lil Durk),258874,2021-08-03
518,Mac Miller,The Spins,258654,2021-08-03
519,The Neighbourhood,Daddy Issues,253658,2021-08-03
520,Lil Uzi Vert,20 Min,252390,2021-08-03
521,Olivia Rodrigo,"1 step forward, 3 steps back",249749,2021-08-03
522,Juice WRLD,Robbery,249642,2021-08-03
523,"Joyner Lucas, Lil Baby",Ramen & OJ,249602,2021-08-03
524,"J Balvin, Maria Becerra",Qué Más Pues?,248017,2021-08-03
525,Bo Burnham,Welcome to the Internet,246833,2021-08-03
526,Cage The Elephant,Cigarette Daydreams,245841,2021-08-03
527,Yot Club,YKWIM?,245705,2021-08-03
528,Bella Poarch,Build a Bitch,245414,2021-08-03
529,The Weeknd,Save Your Tears,245214,2021-08-03
530,BØRNS,Electric Love,244297,2021-08-03
531,Morgan Wallen,Whiskey Glasses,242518,2021-08-03
532,Drake,What’s Next,242345,2021-08-03
533,Pop Smoke,What You Know Bout Love,241729,2021-08-03
534,Travis Scott,goosebumps,241445,2021-08-03
535,Roddy Ricch,The Box,241053,2021-08-03
536,Cardi B,WAP (feat. Megan Thee Stallion),240222,2021-08-03
537,Jack Harlow,Tyler Herro,238831,2021-08-03
538,Lewis Capaldi,Someone You Loved,238218,2021-08-03
539,"Mora, Bad Bunny, Sech",Volando - Remix,237833,2021-08-03
540,Polo G,GANG GANG (with Lil Wayne),236197,2021-08-03
541,Beach House,Space Song,234924,2021-08-03
542,Conan Gray,Heather,234446,2021-08-03
543,Pooh Shiesty,Back In Blood (feat. Lil Durk),234226,2021-08-03
544,Lil Mosey,Blueberry Faygo,233873,2021-08-03
545,Pop Smoke,Dior,230843,2021-08-03
546,Grouplove,Tongue Tied,230527,2021-08-03
547,Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),230497,2021-08-03
548,Polo G,No Return (with The Kid LAROI & Lil Durk),230367,2021-08-03
549,Tate McRae,you broke me first,229613,2021-08-03
550,J. Cole,She Knows (feat. Amber Coffman & Cults),228371,2021-08-03
551,Nirvana,Smells Like Teen Spirit,227103,2021-08-03
552,Neon Trees,Everybody Talks,226667,2021-08-03
553,Dua Lipa,Don't Start Now,226426,2021-08-03
554,Ariana Grande,positions,224187,2021-08-03
555,"Jack Harlow, Pooh Shiesty",SUVs (Black on Black),223949,2021-08-03
556,Morgan Wallen,Wasted On You,222872,2021-08-03
557,Lil Uzi Vert,XO Tour Llif3,222283,2021-08-03
558,XXXTENTACION,Jocelyn Flores,222097,2021-08-03
559,Joji,SLOW DANCING IN THE DARK,221639,2021-08-03
560,"Kane Brown, blackbear",Memory,221421,2021-08-03
561,Bruno Mars,Talking to the Moon,221168,2021-08-03
562,Conan Gray,People Watching,220241,2021-08-03
563,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),217409,2021-08-03
564,Olivia Rodrigo,hope ur ok,216932,2021-08-03
565,J. Cole,Work Out,216557,2021-08-03
566,The Kid LAROI,STILL CHOSE YOU (feat. Mustard),216381,2021-08-03
567,Sheff G,On Go (feat. Polo G),216303,2021-08-03
568,Lewis Capaldi,Before You Go,215429,2021-08-03
569,blackbear,hot girl bummer,214828,2021-08-03
570,Arctic Monkeys,505,214523,2021-08-03
571,42 Dugg,4 Da Gang (with Roddy Ricch),212482,2021-08-03
572,Journey,Don't Stop Believin',211309,2021-08-03
573,Future,Life Is Good (feat. Drake),211223,2021-08-03
574,Luke Combs,Beautiful Crazy,211185,2021-08-03
575,Billie Eilish,lovely (with Khalid),211057,2021-08-03
576,"Travis Scott, HVME",Goosebumps - Remix,210825,2021-08-03
577,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),210243,2021-08-03
578,SoFaygo,Knock Knock,210021,2021-08-03
579,Tame Impala,The Less I Know The Better,209871,2021-08-03
580,Offset,Ric Flair Drip (with Metro Boomin),209851,2021-08-03
581,Morgan Wallen,More Than My Hometown,209538,2021-08-03
582,Isaiah Rashad,RIP Young,208662,2021-08-03
583,Chris Stapleton,Tennessee Whiskey,208387,2021-08-03
584,The Weeknd,The Hills,208299,2021-08-03
585,Dua Lipa,Love Again,208041,2021-08-03
586,"Kelsea Ballerini, LANY",I Quit Drinking,207241,2021-08-03
587,Isaiah Rashad,Headshots (4r Da Locals),206937,2021-08-03
588,Vance Joy,Riptide,206309,2021-08-03
589,Normani,Wild Side (feat. Cardi B),205477,2021-08-03
590,Sarah Cothran,As the World Caves In,205131,2021-08-03
591,Eminem,Godzilla (feat. Juice WRLD),204529,2021-08-03
592,Steve Lacy,Dark Red,203912,2021-08-03
593,The Kid LAROI,GO (feat. Juice WRLD),203881,2021-08-03
594,Ariana Grande,34+35,202821,2021-08-03
595,Lil Baby,Drip Too Hard (Lil Baby & Gunna),202530,2021-08-03
596,J. Cole,MIDDLE CHILD,202511,2021-08-03
597,Juice WRLD,Bandit (with YoungBoy Never Broke Again),202484,2021-08-03
598,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",202008,2021-08-03
599,Mitski,Washing Machine Heart,201543,2021-08-03
600,The Kid LAROI,STAY (with Justin Bieber),2030630,2021-08-04
601,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1831121,2021-08-04
602,Billie Eilish,Happier Than Ever,1688659,2021-08-04
603,Olivia Rodrigo,good 4 u,1333982,2021-08-04
604,Doja Cat,Kiss Me More (feat. SZA),1033884,2021-08-04
605,"Aventura, Bad Bunny",Volví,975999,2021-08-04
606,Doja Cat,Need to Know,869927,2021-08-04
607,Doja Cat,Ain't Shit,848105,2021-08-04
608,Lil Nas X,MONTERO (Call Me By Your Name),824308,2021-08-04
609,Glass Animals,Heat Waves,818700,2021-08-04
610,Ed Sheeran,Bad Habits,799261,2021-08-04
611,Måneskin,Beggin',790203,2021-08-04
612,Dua Lipa,Levitating (feat. DaBaby),773055,2021-08-04
613,Polo G,RAPSTAR,771002,2021-08-04
614,Olivia Rodrigo,traitor,760524,2021-08-04
615,Olivia Rodrigo,deja vu,721056,2021-08-04
616,Sleepy Hallow,2055,717997,2021-08-04
617,Drake,Wants and Needs (feat. Lil Baby),600331,2021-08-04
618,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),565058,2021-08-04
619,Megan Thee Stallion,Thot Shit,563395,2021-08-04
620,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,562863,2021-08-04
621,Post Malone,Motley Crew,557582,2021-08-04
622,Billie Eilish,NDA,533340,2021-08-04
623,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),521769,2021-08-04
624,Walker Hayes,Fancy Like,520747,2021-08-04
625,Bad Bunny,Yonaguni,520283,2021-08-04
626,Olivia Rodrigo,favorite crime,515109,2021-08-04
627,Olivia Rodrigo,drivers license,503393,2021-08-04
628,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,499456,2021-08-04
629,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),490357,2021-08-04
630,Rauw Alejandro,Todo De Ti,487971,2021-08-04
631,"Doja Cat, The Weeknd",You Right,483085,2021-08-04
632,Smiley,Over The Top (feat. Drake),480245,2021-08-04
633,Billie Eilish,Oxytocin,465326,2021-08-04
634,Olivia Rodrigo,happier,459119,2021-08-04
635,Olivia Rodrigo,"jealousy, jealousy",456017,2021-08-04
636,Billie Eilish,Billie Bossa Nova,447725,2021-08-04
637,Billie Eilish,Getting Older,444956,2021-08-04
638,Olivia Rodrigo,brutal,438124,2021-08-04
639,Surf Curse,Freaks,433873,2021-08-04
640,Masked Wolf,Astronaut In The Ocean,433413,2021-08-04
641,Billie Eilish,Lost Cause,429999,2021-08-04
642,DaBaby,Ball If I Want To,429903,2021-08-04
643,The Weeknd,Blinding Lights,420132,2021-08-04
644,Billie Eilish,I Didn't Change My Number,412739,2021-08-04
645,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),410705,2021-08-04
646,Trippie Redd,Miss The Rage (feat. Playboi Carti),408149,2021-08-04
647,BTS,Butter,397394,2021-08-04
648,"Cochise, $NOT",Tell Em,394037,2021-08-04
649,Giveon,Heartbreak Anniversary,392928,2021-08-04
650,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,389010,2021-08-04
651,Måneskin,I WANNA BE YOUR SLAVE,382709,2021-08-04
652,Doja Cat,Woman,379870,2021-08-04
653,The Neighbourhood,Sweater Weather,377414,2021-08-04
654,"Jack Harlow, Pooh Shiesty",SUVs (Black on Black),371576,2021-08-04
655,Billie Eilish,my future,371410,2021-08-04
656,Billie Eilish,Halley's Comet,370674,2021-08-04
657,Marshmello,Leave Before You Love Me (with Jonas Brothers),356689,2021-08-04
658,Billie Eilish,Male Fantasy,354890,2021-08-04
659,Billie Eilish,Therefore I Am,350692,2021-08-04
660,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),350528,2021-08-04
661,DaBaby,Red Light Green Light,349982,2021-08-04
662,PinkPantheress,Pain,348528,2021-08-04
663,Kali Uchis,telepatía,346735,2021-08-04
664,BTS,Permission to Dance,343710,2021-08-04
665,Machine Gun Kelly,my ex's best friend (with blackbear),341549,2021-08-04
666,"Bad Bunny, Jhay Cortez",DÁKITI,339181,2021-08-04
667,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),336688,2021-08-04
668,Billie Eilish,Your Power,336200,2021-08-04
669,Polo G,Martin & Gina,334625,2021-08-04
670,Post Malone,Circles,330298,2021-08-04
671,24kGoldn,Mood (feat. iann dior),330040,2021-08-04
672,SZA,Good Days,326410,2021-08-04
673,Doja Cat,Get Into It (Yuh),323718,2021-08-04
674,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,323326,2021-08-04
675,Doja Cat,Streets,322700,2021-08-04
676,Billie Eilish,GOLDWING,319897,2021-08-04
677,The Kid LAROI,WITHOUT YOU,318041,2021-08-04
678,Camila Cabello,Don't Go Yet,317066,2021-08-04
679,J. Cole,No Role Modelz,316990,2021-08-04
680,"Nelly, Florida Georgia Line",Lil Bit,314093,2021-08-04
681,Harry Styles,Watermelon Sugar,312831,2021-08-04
682,Farruko,Pepas,308792,2021-08-04
683,Tai Verdes,A-O-K,304728,2021-08-04
684,Bo Burnham,Bezos I,303922,2021-08-04
685,Saweetie,Best Friend (feat. Doja Cat),303490,2021-08-04
686,J. Cole,m y . l i f e (with 21 Savage & Morray),303066,2021-08-04
687,Olivia Rodrigo,enough for you,299549,2021-08-04
688,Roddy Ricch,late at night,293723,2021-08-04
689,Cardi B,Up,292069,2021-08-04
690,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,290582,2021-08-04
691,Juice WRLD,All Girls Are The Same,289918,2021-08-04
692,"Lil Tjay, 6LACK",Calling My Phone,287761,2021-08-04
693,Juice WRLD,Wishing Well,285569,2021-08-04
694,"Young Stoner Life, Young Thug, Gunna",Solid (feat. Drake),284441,2021-08-04
695,Pop Smoke,Bout A Million (feat. 42 Dugg & 21 Savage),283800,2021-08-04
696,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",282151,2021-08-04
697,Juice WRLD,Come & Go (with Marshmello),281286,2021-08-04
698,Juice WRLD,Lucid Dreams,279476,2021-08-04
699,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",279331,2021-08-04
700,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,277573,2021-08-04
701,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",276037,2021-08-04
702,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),274100,2021-08-04
703,Billie Eilish,OverHeated,274044,2021-08-04
704,Lil Tecca,NEVER LEFT,273991,2021-08-04
705,Fleetwood Mac,Dreams - 2004 Remaster,273335,2021-08-04
706,Dan + Shay,Glad You Exist,271832,2021-08-04
707,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),270310,2021-08-04
708,"Jason Aldean, Carrie Underwood",If I Didn't Love You,269760,2021-08-04
709,The Killers,Mr. Brightside,269092,2021-08-04
710,Moneybagg Yo,Wockesha,268229,2021-08-04
711,Luke Combs,Forever After All,266910,2021-08-04
712,DaBaby,ROCKSTAR (feat. Roddy Ricch),264433,2021-08-04
713,"Trippie Redd, Lil Uzi Vert",Holy Smokes,264118,2021-08-04
714,Mac Miller,The Spins,263809,2021-08-04
715,"Lil Baby, Lil Durk",Hats Off (feat. Travis Scott),261591,2021-08-04
716,Drake,Laugh Now Cry Later (feat. Lil Durk),260270,2021-08-04
717,The Neighbourhood,Daddy Issues,255810,2021-08-04
718,Lil Uzi Vert,20 Min,255728,2021-08-04
719,Billie Eilish,Everybody Dies,252173,2021-08-04
720,"J Balvin, Maria Becerra",Qué Más Pues?,251353,2021-08-04
721,Juice WRLD,Robbery,250657,2021-08-04
722,"Joyner Lucas, Lil Baby",Ramen & OJ,250542,2021-08-04
723,Olivia Rodrigo,"1 step forward, 3 steps back",249129,2021-08-04
724,Isaiah Rashad,From The Garden (feat. Lil Uzi Vert),248501,2021-08-04
725,BØRNS,Electric Love,248354,2021-08-04
726,Cage The Elephant,Cigarette Daydreams,248273,2021-08-04
727,Yot Club,YKWIM?,248246,2021-08-04
728,The Weeknd,Save Your Tears,247060,2021-08-04
729,Morgan Wallen,Whiskey Glasses,245579,2021-08-04
730,Cardi B,WAP (feat. Megan Thee Stallion),245368,2021-08-04
731,Bo Burnham,Welcome to the Internet,244961,2021-08-04
732,Travis Scott,goosebumps,244076,2021-08-04
733,Pop Smoke,What You Know Bout Love,243991,2021-08-04
734,Roddy Ricch,The Box,242688,2021-08-04
735,Lewis Capaldi,Someone You Loved,242627,2021-08-04
736,Bella Poarch,Build a Bitch,242611,2021-08-04
737,Drake,What’s Next,242058,2021-08-04
738,Conan Gray,Heather,237584,2021-08-04
739,Pooh Shiesty,Back In Blood (feat. Lil Durk),236104,2021-08-04
740,Beach House,Space Song,235695,2021-08-04
741,Jack Harlow,Tyler Herro,235652,2021-08-04
742,Nirvana,Smells Like Teen Spirit,235427,2021-08-04
743,Lil Mosey,Blueberry Faygo,235160,2021-08-04
744,Pop Smoke,Dior,233987,2021-08-04
745,Polo G,GANG GANG (with Lil Wayne),233915,2021-08-04
746,Grouplove,Tongue Tied,233803,2021-08-04
747,Tate McRae,you broke me first,233548,2021-08-04
748,Normani,Wild Side (feat. Cardi B),232853,2021-08-04
749,Neon Trees,Everybody Talks,231984,2021-08-04
750,Billie Eilish,Not My Responsibility,231793,2021-08-04
751,Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),231233,2021-08-04
752,J. Cole,She Knows (feat. Amber Coffman & Cults),231107,2021-08-04
753,"Mora, Bad Bunny, Sech",Volando - Remix,230347,2021-08-04
754,Ariana Grande,positions,228926,2021-08-04
755,Dua Lipa,Don't Start Now,227693,2021-08-04
756,Steve Lacy,Dark Red,226717,2021-08-04
757,Joji,SLOW DANCING IN THE DARK,226211,2021-08-04
758,XXXTENTACION,Jocelyn Flores,225757,2021-08-04
759,"Blueface, Og Bobby Billions",Outside (Better Days),224506,2021-08-04
760,Polo G,No Return (with The Kid LAROI & Lil Durk),223907,2021-08-04
761,"Kane Brown, blackbear",Memory,223460,2021-08-04
762,Lil Uzi Vert,XO Tour Llif3,223411,2021-08-04
763,Morgan Wallen,Wasted On You,223126,2021-08-04
764,Sheff G,On Go (feat. Polo G),222539,2021-08-04
765,Lewis Capaldi,Before You Go,221472,2021-08-04
766,Conan Gray,People Watching,221422,2021-08-04
767,J. Cole,Work Out,220764,2021-08-04
768,Bruno Mars,Talking to the Moon,220489,2021-08-04
769,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),219939,2021-08-04
770,Arctic Monkeys,505,219287,2021-08-04
771,blackbear,hot girl bummer,217845,2021-08-04
772,Olivia Rodrigo,hope ur ok,217315,2021-08-04
773,Journey,Don't Stop Believin',215406,2021-08-04
774,Luke Combs,Beautiful Crazy,213817,2021-08-04
775,Future,Life Is Good (feat. Drake),213539,2021-08-04
776,42 Dugg,4 Da Gang (with Roddy Ricch),212387,2021-08-04
777,Offset,Ric Flair Drip (with Metro Boomin),212207,2021-08-04
778,Chris Stapleton,Tennessee Whiskey,211621,2021-08-04
779,Billie Eilish,lovely (with Khalid),211405,2021-08-04
780,"Travis Scott, HVME",Goosebumps - Remix,211255,2021-08-04
781,SoFaygo,Knock Knock,211044,2021-08-04
782,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),210985,2021-08-04
783,Morgan Wallen,More Than My Hometown,210767,2021-08-04
784,Tame Impala,The Less I Know The Better,210434,2021-08-04
785,The Weeknd,The Hills,210215,2021-08-04
786,"Kelsea Ballerini, LANY",I Quit Drinking,209095,2021-08-04
787,Dua Lipa,Love Again,208632,2021-08-04
788,Vance Joy,Riptide,207636,2021-08-04
789,Eminem,Godzilla (feat. Juice WRLD),206132,2021-08-04
790,Juice WRLD,Bandit (with YoungBoy Never Broke Again),205304,2021-08-04
791,Ariana Grande,34+35,205055,2021-08-04
792,J. Cole,MIDDLE CHILD,204743,2021-08-04
793,The Kid LAROI,STILL CHOSE YOU (feat. Mustard),204659,2021-08-04
794,Sarah Cothran,As the World Caves In,204207,2021-08-04
795,Lil Baby,Drip Too Hard (Lil Baby & Gunna),203929,2021-08-04
796,Paramore,Misery Business,203739,2021-08-04
797,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",202834,2021-08-04
798,BTS,Dynamite,201935,2021-08-04
799,The Kid LAROI,GO (feat. Juice WRLD),201660,2021-08-04
800,The Kid LAROI,STAY (with Justin Bieber),2055332,2021-08-05
801,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1808836,2021-08-05
802,Billie Eilish,Happier Than Ever,1618127,2021-08-05
803,Olivia Rodrigo,good 4 u,1341087,2021-08-05
804,Doja Cat,Kiss Me More (feat. SZA),1042641,2021-08-05
805,Doja Cat,Need to Know,886754,2021-08-05
806,Doja Cat,Ain't Shit,846347,2021-08-05
807,Lil Nas X,MONTERO (Call Me By Your Name),823645,2021-08-05
808,Glass Animals,Heat Waves,816618,2021-08-05
809,Ed Sheeran,Bad Habits,799149,2021-08-05
810,Måneskin,Beggin',790528,2021-08-05
811,Dua Lipa,Levitating (feat. DaBaby),784215,2021-08-05
812,Polo G,RAPSTAR,770687,2021-08-05
813,Olivia Rodrigo,traitor,760533,2021-08-05
814,"Aventura, Bad Bunny",Volví,748805,2021-08-05
815,Olivia Rodrigo,deja vu,721117,2021-08-05
816,Sleepy Hallow,2055,715389,2021-08-05
817,Drake,Wants and Needs (feat. Lil Baby),599761,2021-08-05
818,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),574443,2021-08-05
819,Megan Thee Stallion,Thot Shit,564532,2021-08-05
820,Post Malone,Motley Crew,563864,2021-08-05
821,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,541288,2021-08-05
